5, 0, , , 8
5, 0, , , 8
5, 1, , , 7
5, 0, , , 8
5, 0, , , 7
5, 0, , , 8
5, 1, , , 7
5, 0, , , 8
5, 0, , , 7
6, 0, 2, 5, 13
5, 0, , , 7
5, 0, , , 8
5, 0, 2, 5, 13
5, 0, , , 8
5, 0, , , 8
6, 0, 2, 6, 13
6, 0, , , 8
5, 0, , , 7
5, 1, 2, 6, 13
5, 0, , , 7
5, 0, , , 8
5, 0, 2, 5, 13
5, 0, , , 8
5, 0, , , 8
5, 0, 2, 5, 13
5, 1, , , 7
5, 0, , , 
