5, 0, , , 7
5, 0, , , 8
5, 1, , , 7
5, 0, , , 8
5, 0, , , 8
5, 0, , , 8
5, 0, , , 8
5, 0, , , 8
5, 0, , , 8
5, 0, , , 8
5, 0, 13, 16, 23
5, 0, , , 8
5, 0, , , 8
6, 0, 13, 16, 23
5, 0, , , 8
5, 0, , , 8
5, 0, 13, 16, 23
5, 0, , , 8
5, 0, , , 8
5, 0, 12, 15, 23
5, 0, , , 8
5, 0, , , 7
5, 0, 12, 15, 23
5, 0, , , 7
5, 0, , , 7
5, 0, 12, 15, 23
5, 0, , , 
